ilan_no,site,yil,marka,model,km,yakit,vites,fiyat,kaynak,veri_tipi
1322066579,sahibinden.com,2017,Hyundai,Accent Blue,235000,Dizel,Otomatik,835000,gercek,scrape_edilmis
1322068715,sahibinden.com,2005,Ford,Focus,317000,Benzin,Manuel,430000,gercek,scrape_edilmis
1312847391,sahibinden.com,2023,Fiat,Egea,72000,Dizel,Otomatik,1115000,gercek,scrape_edilmis
1322064442,sahibinden.com,2012,Ford,Focus,156000,Benzin,Otomatik,925000,gercek,scrape_edilmis
1322055487,sahibinden.com,2023,Renault,Clio,119000,Benzin,Otomatik,1034000,gercek,scrape_edilmis
1322063810,sahibinden.com,2006,Peugeot,206,199000,Benzin,Otomatik,390000,gercek,scrape_edilmis
1313351808,sahibinden.com,2014,Volkswagen,Golf,174000,Benzin,Manuel,1300000,gercek,scrape_edilmis
1322059036,sahibinden.com,2012,Volkswagen,Jetta,313000,Dizel,Otomatik,689000,gercek,scrape_edilmis
1322061714,sahibinden.com,2021,Toyota,Corolla,210000,Benzin,Otomatik,935000,gercek,scrape_edilmis
1322058579,sahibinden.com,2017,Mercedes-Benz,E Serisi,135000,Benzin,Otomatik,3975000,gercek,scrape_edilmis
1176671584,sahibinden.com,2023,Fiat,Egea,83000,Dizel,Manuel,1100000,gercek,scrape_edilmis
1322058357,sahibinden.com,2012,Renault,Fluence,248000,Dizel,Otomatik,618500,gercek,scrape_edilmis
1322057065,sahibinden.com,2009,Citroen,C5,195000,Dizel,Manuel,615000,gercek,scrape_edilmis
1322057370,sahibinden.com,2008,Mercedes-Benz,S Serisi,259000,Dizel,Otomatik,3798000,gercek,scrape_edilmis
1320727670,sahibinden.com,1993,Toyota,Corolla,257000,Benzin,Manuel,295000,gercek,scrape_edilmis
1312089234,sahibinden.com,2008,BMW,3 Serisi,229300,Benzin,Manuel,700000,gercek,scrape_edilmis
1322046680,sahibinden.com,2011,Ford,Focus,142000,Benzin,Otomatik,705000,gercek,scrape_edilmis
1322048580,sahibinden.com,2009,Honda,Civic,301000,Benzin,Otomatik,775000,gercek,scrape_edilmis
1322052533,sahibinden.com,2006,Opel,Astra,320000,Dizel,Manuel,410000,gercek,scrape_edilmis
1321415047,sahibinden.com,2008,Honda,City,235000,Benzin,Otomatik,585000,gercek,scrape_edilmis
1321857183,sahibinden.com,2015,BMW,4 Serisi,163000,Dizel,Otomatik,2690000,gercek,scrape_edilmis
1322037211,sahibinden.com,2012,Citroen,C4,174700,Dizel,Otomatik,709900,gercek,scrape_edilmis
1322044963,sahibinden.com,2019,Toyota,Corolla,165000,Hibrit,Otomatik,1265000,gercek,scrape_edilmis
1322039802,sahibinden.com,2010,Volkswagen,Passat,226000,Benzin,Manuel,879000,gercek,scrape_edilmis
1316414699,sahibinden.com,2025,Mercedes-Benz,C Serisi,6100,Hibrit,Otomatik,5350000,gercek,scrape_edilmis
1261053939,sahibinden.com,2010,Opel,Astra,160000,Benzin,Manuel,545000,gercek,scrape_edilmis
1322029749,sahibinden.com,2020,Renault,Megane,86750,Dizel,Otomatik,1359000,gercek,scrape_edilmis
1322031544,sahibinden.com,2022,BMW,4 Serisi,89000,Benzin,Otomatik,3590000,gercek,scrape_edilmis
1322031990,sahibinden.com,2012,Chevrolet,Cruze,222000,Benzin,Manuel,555000,gercek,scrape_edilmis
1322031181,sahibinden.com,2015,Volkswagen,Passat,182000,Dizel,Otomatik,1365000,gercek,scrape_edilmis
1321508769,sahibinden.com,2007,Nissan,Note,138000,Benzin,Otomatik,529500,gercek,scrape_edilmis
1322022520,sahibinden.com,2005,Skoda,Fabia,327000,Dizel,Manuel,320000,gercek,scrape_edilmis
1322024637,sahibinden.com,2006,BMW,3 Serisi,318000,Benzin,Manuel,595000,gercek,scrape_edilmis
1322022937,sahibinden.com,2019,Renault,Megane,148000,Benzin,Manuel,1089000,gercek,scrape_edilmis
1310772437,sahibinden.com,2023,Peugeot,508,48000,Dizel,Otomatik,1600000,gercek,scrape_edilmis
1322017148,sahibinden.com,2003,BMW,5 Serisi,360000,Benzin,Otomatik,810000,gercek,scrape_edilmis
1316460443,sahibinden.com,2024,Mercedes-Benz,E Serisi,31137,Hibrit,Otomatik,6550000,gercek,scrape_edilmis
1316440798,sahibinden.com,2015,Peugeot,208 1.2 PureTech,119000,Benzin,Otomatik,700000,gercek,scrape_edilmis
1320193054,sahibinden.com,2020,Mercedes-Benz,E Serisi E 200 d,125000,Dizel,Otomatik,4800000,gercek,scrape_edilmis
1322003700,sahibinden.com,2011,Audi,A4,360250,Dizel,Otomatik,940000,gercek,scrape_edilmis
1322009102,sahibinden.com,2020,BMW,3 Serisi,131000,Benzin,Otomatik,2650000,gercek,scrape_edilmis
1321998534,sahibinden.com,2020,Fiat,Egea,185000,Dizel,Manuel,759000,gercek,scrape_edilmis
1322003898,sahibinden.com,2025,Kia,Picanto,6001,Benzin,Otomatik,1295000,gercek,scrape_edilmis
1322003300,sahibinden.com,2015,Volkswagen,Golf,233000,Benzin,Otomatik,1150000,gercek,scrape_edilmis
1321999695,sahibinden.com,2016,Mercedes-Benz,CLA,190000,Benzin,Otomatik,1850000,gercek,scrape_edilmis
1321404485,sahibinden.com,2021,Honda,Civic,136000,Benzin,Otomatik,1665000,gercek,scrape_edilmis
1321975535,sahibinden.com,2017,Fiat,Egea,152000,Benzin,Manuel,625000,gercek,scrape_edilmis
1321990029,sahibinden.com,2007,Citroen,C5,232000,Dizel,Manuel,550000,gercek,scrape_edilmis
1269341789,sahibinden.com,2024,Renault,Clio,22000,Benzin,Otomatik,1295000,gercek,scrape_edilmis
1321942826,sahibinden.com,2010,Renault,Fluence,122000,Benzin,Manuel,745000,gercek,scrape_edilmis
1299235172,sahibinden.com,2016,Renault,Megane,77000,Benzin,Otomatik,2049000,gercek,scrape_edilmis
1321976909,sahibinden.com,2022,Volkswagen,Passat,114000,Benzin,Otomatik,2315000,gercek,scrape_edilmis
1316116732,sahibinden.com,2016,Volkswagen,Polo,122000,Dizel,Manuel,1074950,gercek,scrape_edilmis
1306159709,sahibinden.com,2013,Mercedes-Benz,C Serisi,210000,Benzin,Otomatik,1150000,gercek,scrape_edilmis
1321837244,sahibinden.com,2021,BMW,5 Serisi,85000,Benzin,Otomatik,3675000,gercek,scrape_edilmis
1321966356,sahibinden.com,2006,Opel,Corsa,250000,Benzin,Manuel,400000,gercek,scrape_edilmis
1321973540,sahibinden.com,2023,Renault,Clio,43500,Benzin,Manuel,935000,gercek,scrape_edilmis
1321865862,sahibinden.com,2014,BMW,4 Serisi,167000,Dizel,Otomatik,1870000,gercek,scrape_edilmis
1274655991,sahibinden.com,2021,Renault,Megane,181000,Benzin,Otomatik,1150000,gercek,scrape_edilmis
1321963602,sahibinden.com,1997,Opel,Vectra,340000,Benzin,Manuel,325000,gercek,scrape_edilmis
1321953722,sahibinden.com,2017,Renault,Megane,195000,Dizel,Otomatik,1315000,gercek,scrape_edilmis
1321656998,sahibinden.com,2017,Opel,Astra,148000,Benzin,Manuel,675000,gercek,scrape_edilmis
1321802140,sahibinden.com,2020,BMW,5 Serisi,113000,Benzin,Otomatik,3490000,gercek,scrape_edilmis
1320613391,sahibinden.com,2015,Hyundai,i20,123000,Benzin,Otomatik,1065000,gercek,scrape_edilmis
1321961316,sahibinden.com,2017,Honda,Civic,80500,Benzin,Otomatik,1575000,gercek,scrape_edilmis
1321957665,sahibinden.com,2015,Fiat,Linea,41250,Dizel,Manuel,664999,gercek,scrape_edilmis
1321955402,sahibinden.com,2023,Toyota,Corolla,10300,Benzin,Otomatik,1570000,gercek,scrape_edilmis
1321630838,sahibinden.com,2013,Renault,Fluence,267500,Dizel,Otomatik,637500,gercek,scrape_edilmis
1321946173,sahibinden.com,2016,Volkswagen,VW CC 1.4 TSI,185000,Benzin,Otomatik,1197500,gercek,scrape_edilmis
1321950023,sahibinden.com,2013,BMW,3 Serisi,235000,Benzin,Otomatik,1450000,gercek,scrape_edilmis
1321952194,sahibinden.com,2020,Ford,Focus,170000,Dizel,Otomatik,1349999,gercek,scrape_edilmis
1321947166,sahibinden.com,2014,Seat,Leon,258000,Dizel,Otomatik,849500,gercek,scrape_edilmis
1321947097,sahibinden.com,2022,Renault,Taliant,145000,Benzin,Otomatik,820000,gercek,scrape_edilmis
1320785260,sahibinden.com,2020,Renault,Megane,172000,Dizel,Otomatik,1100000,gercek,scrape_edilmis
1304765119,sahibinden.com,2000,Hyundai,Accent,268000,Benzin,Manuel,195000,gercek,scrape_edilmis
1321934118,sahibinden.com,1998,Mercedes-Benz,E Serisi,212000,Benzin,Otomatik,1200000,gercek,scrape_edilmis
1321937974,sahibinden.com,2025,BYD,Seal,16450,Elektrik,Otomatik,2220000,gercek,scrape_edilmis
1321937765,sahibinden.com,2016,Skoda,Superb,250000,Dizel,Otomatik,1430000,gercek,scrape_edilmis
1321879364,sahibinden.com,2004,Mercedes-Benz,E Serisi,150000,Dizel,Otomatik,1470000,gercek,scrape_edilmis
1314200277,sahibinden.com,2010,Volkswagen,Jetta,294575,Benzin,Otomatik,625000,gercek,scrape_edilmis
1321732266,sahibinden.com,2015,Volkswagen,Golf,120000,Benzin,Manuel,1165000,gercek,scrape_edilmis
1315403831,sahibinden.com,1996,Renault,R 12,250000,Benzin,Manuel,174900,gercek,scrape_edilmis
1299680950,sahibinden.com,2023,Volkswagen,Polo,6001,Benzin,Otomatik,1505000,gercek,scrape_edilmis
1321921284,sahibinden.com,2011,Volkswagen,Golf,80000,Benzin,Otomatik,1085000,gercek,scrape_edilmis
1321923264,sahibinden.com,2012,Ford,Focus,248000,Dizel,Manuel,758000,gercek,scrape_edilmis
1321917598,sahibinden.com,2021,Toyota,Corolla,53800,Benzin,Otomatik,1475000,gercek,scrape_edilmis
1304444115,sahibinden.com,2024,Ford,Focus,24000,Dizel,Otomatik,1779000,gercek,scrape_edilmis
1308818255,sahibinden.com,2021,Mitsubishi,Space Star,61000,Benzin,Otomatik,649000,gercek,scrape_edilmis
1321918640,sahibinden.com,2023,BMW,7 Serisi,35000,Dizel,Otomatik,12650000,gercek,scrape_edilmis
1321917920,sahibinden.com,2015,BMW,1 Serisi,151000,Dizel,Otomatik,1255000,gercek,scrape_edilmis
1321915697,sahibinden.com,2020,Honda,Civic 1.6i DTEC,140000,Dizel,Otomatik,1220000,gercek,scrape_edilmis
1321888927,sahibinden.com,2024,Citroen,C4 1.2 PureTech,17000,Benzin,Otomatik,1440000,gercek,scrape_edilmis
1321913492,sahibinden.com,2017,Volkswagen,Passat,275000,Dizel,Otomatik,1858000,gercek,scrape_edilmis
1321346143,sahibinden.com,2023,Fiat,Egea,121000,Dizel,Manuel,839000,gercek,scrape_edilmis
1315732797,sahibinden.com,2004,Fiat,Marea,330000,Benzin,Manuel,265000,gercek,scrape_edilmis
1321840869,sahibinden.com,2025,Opel,Corsa,6005,Benzin,Otomatik,1579900,gercek,scrape_edilmis
1321450549,sahibinden.com,2004,Chevrolet,Lacetti,165000,Benzin,Manuel,348000,gercek,scrape_edilmis
1318530354,sahibinden.com,2015,Fiat,Linea,281000,Dizel,Manuel,500000,gercek,scrape_edilmis
1318172472,sahibinden.com,2023,Renault,Clio,61500,Benzin,Manuel,1199000,gercek,scrape_edilmis
1320742275,sahibinden.com,2014,Volkswagen,Jetta,238000,Dizel,Otomatik,1125000,gercek,scrape_edilmis
1321901510,sahibinden.com,2014,Fiat,500 Ailesi,225000,Dizel,Otomatik,705000,gercek,scrape_edilmis
1321900396,sahibinden.com,2013,Renault,Fluence,265000,Dizel,Otomatik,675000,gercek,scrape_edilmis
1321899475,sahibinden.com,2009,Hyundai,i30,75800,Benzin,Manuel,747000,gercek,scrape_edilmis
1321870695,sahibinden.com,2013,Volkswagen,Passat,306000,Dizel,Manuel,975000,gercek,scrape_edilmis
1321892845,sahibinden.com,2010,Ford,Fiesta,153000,Dizel,Manuel,785400,gercek,scrape_edilmis
1321897843,sahibinden.com,1998,Volkswagen,Polo,250000,Benzin,Manuel,235000,gercek,scrape_edilmis
1319192462,sahibinden.com,2007,Hyundai,Getz,307120,Benzin,Manuel,330000,gercek,scrape_edilmis
1321895932,sahibinden.com,2020,Audi,A6,130000,Dizel,Otomatik,4425000,gercek,scrape_edilmis
1321822232,sahibinden.com,2014,Volkswagen,Golf,160000,Dizel,Otomatik,1470000,gercek,scrape_edilmis
1321884111,sahibinden.com,2020,Opel,Corsa,140000,Dizel,Manuel,785000,gercek,scrape_edilmis
1321879721,sahibinden.com,2020,Audi,A3,128000,Benzin,Otomatik,1890000,gercek,scrape_edilmis
1321872397,sahibinden.com,2003,Volkswagen,Golf,202850,Dizel,Manuel,800000,gercek,scrape_edilmis
1298772536,sahibinden.com,2016,Mercedes-Benz,C Serisi,170000,Dizel,Otomatik,2350000,gercek,scrape_edilmis
1321876795,sahibinden.com,2023,Honda,Civic,40000,Benzin,Otomatik,2050000,gercek,scrape_edilmis
1286088348,sahibinden.com,2014,BMW,5 Serisi,245800,Dizel,Otomatik,1645000,gercek,scrape_edilmis
1321869061,sahibinden.com,2012,BMW,5 Serisi,312000,Dizel,Otomatik,1680000,gercek,scrape_edilmis
1321877438,sahibinden.com,2016,Renault,Talisman,249000,Dizel,Otomatik,1000000,gercek,scrape_edilmis
1321877531,sahibinden.com,2020,Porsche,Taycan Elektrik,105000,Elektrik,Otomatik,7080000,gercek,scrape_edilmis
1321871565,sahibinden.com,2006,Renault,Megane,355000,Dizel,Manuel,495000,gercek,scrape_edilmis
1321873191,sahibinden.com,2025,Citroen,e-C3,6990,Elektrik,Otomatik,1325000,gercek,scrape_edilmis
1321873571,sahibinden.com,2020,Citroen,C3 1.2 PureTech,150000,Benzin,Otomatik,1050000,gercek,scrape_edilmis
1282356159,sahibinden.com,1994,BMW,3 Serisi,435000,Benzin,Manuel,564999,gercek,scrape_edilmis
1321872705,sahibinden.com,2023,Mercedes-Benz,E Serisi E 200 d,98500,Dizel,Otomatik,4650000,gercek,scrape_edilmis
1321873250,sahibinden.com,2021,Volkswagen,Golf,101500,Hibrit,Otomatik,1435000,gercek,scrape_edilmis
1321873454,sahibinden.com,1997,Ford,Escort,99000,Benzin,Manuel,118000,gercek,scrape_edilmis
1272422997,sahibinden.com,2013,Renault,Megane,255000,Dizel,Manuel,388000,gercek,scrape_edilmis
1321818424,sahibinden.com,2014,Renault,Fluence,384000,Dizel,Manuel,799000,gercek,scrape_edilmis
1321869491,sahibinden.com,1998,Ford,Escort,200000,Benzin,Manuel,185000,gercek,scrape_edilmis
1321032201,sahibinden.com,2001,Opel,Astra,296000,Benzin,Manuel,260000,gercek,scrape_edilmis
1321861151,sahibinden.com,2015,Ford,Focus,79000,Dizel,Manuel,1350000,gercek,scrape_edilmis
1276945210,sahibinden.com,2011,Volvo,V70,427000,Dizel,Otomatik,789000,gercek,scrape_edilmis
1321859081,sahibinden.com,2018,Fiat,Egea,332000,Dizel,Manuel,595000,gercek,scrape_edilmis
1313132114,sahibinden.com,2014,Hyundai,i20,130000,Benzin,Manuel,655000,gercek,scrape_edilmis
1321795574,sahibinden.com,2025,Skoda,Superb,8900,Hibrit,Otomatik,3495000,gercek,scrape_edilmis
1321859504,sahibinden.com,2012,Audi,A1,217000,Dizel,Otomatik,959000,gercek,scrape_edilmis
1321858697,sahibinden.com,2011,Toyota,Corolla,307000,Dizel,Otomatik,655000,gercek,scrape_edilmis
1321854240,sahibinden.com,2013,BMW,1 Serisi,67000,Benzin,Otomatik,975000,gercek,scrape_edilmis
1321838879,sahibinden.com,2018,Volkswagen,Passat,162300,Dizel,Otomatik,1425000,gercek,scrape_edilmis
1321855038,sahibinden.com,2019,Renault,Clio,188000,Dizel,Otomatik,965000,gercek,scrape_edilmis
1321835839,sahibinden.com,2014,Fiat,Linea,107000,Dizel,Manuel,659000,gercek,scrape_edilmis
1321537564,sahibinden.com,2024,Ford,Focus,9700,Dizel,Otomatik,1840000,gercek,scrape_edilmis
1321845642,sahibinden.com,2004,Peugeot,307,307052,Dizel,Manuel,315000,gercek,scrape_edilmis
1321843059,sahibinden.com,2022,Renault,Megane,65000,Benzin,Manuel,1350000,gercek,scrape_edilmis
1321847804,sahibinden.com,2016,Seat,Ibiza 1.0,208000,Benzin,Manuel,485000,gercek,scrape_edilmis
1321652832,sahibinden.com,2006,Renault,Megane,294000,Benzin,Otomatik,380000,gercek,scrape_edilmis
1321846103,sahibinden.com,2005,Renault,Megane,285000,Benzin,Manuel,494750,gercek,scrape_edilmis
1321847274,sahibinden.com,2000,Kia,Carnival,307000,Benzin,Otomatik,325000,gercek,scrape_edilmis
1321843854,sahibinden.com,2019,Volkswagen,Passat,173000,Dizel,Otomatik,1394000,gercek,scrape_edilmis
1320057533,sahibinden.com,2019,Renault,Megane,220000,Dizel,Otomatik,959000,gercek,scrape_edilmis
1320665312,sahibinden.com,2015,Fiat,Linea,214150,Dizel,Manuel,550000,gercek,scrape_edilmis
1316117517,sahibinden.com,2006,Mercedes-Benz,C Serisi,420000,Benzin,Otomatik,815000,gercek,scrape_edilmis
1321819628,sahibinden.com,2014,Volkswagen,Passat,217000,Dizel,Otomatik,1240000,gercek,scrape_edilmis
1320992759,sahibinden.com,2009,Hyundai,Getz,153000,Dizel,Manuel,487999,gercek,scrape_edilmis
1316508369,sahibinden.com,2020,BMW,2 Serisi,59500,Dizel,Otomatik,2075000,gercek,scrape_edilmis
1321835433,sahibinden.com,2017,Seat,Leon,155000,Dizel,Otomatik,1170000,gercek,scrape_edilmis
1316077517,sahibinden.com,2015,Volkswagen,Passat,270000,Dizel,Otomatik,1080000,gercek,scrape_edilmis
1321824861,sahibinden.com,2021,Porsche,Taycan Elektrik,58500,Elektrik,Otomatik,8580000,gercek,scrape_edilmis
1321823621,sahibinden.com,2022,Renault,Taliant,60000,Benzin,Otomatik,965000,gercek,scrape_edilmis
1321826664,sahibinden.com,2013,Renault,Fluence,200000,Dizel,Manuel,679500,gercek,scrape_edilmis
1321821673,sahibinden.com,2017,Fiat,Egea,174100,Dizel,Manuel,830000,gercek,scrape_edilmis
1321817078,sahibinden.com,2025,Tesla,Model Y,10800,Elektrik,Otomatik,3150000,gercek,scrape_edilmis
1316432558,sahibinden.com,2011,Ford,Fiesta,177750,Benzin,Manuel,547000,gercek,scrape_edilmis
1321804668,sahibinden.com,2015,Mercedes-Benz,E Serisi,215000,Benzin,Otomatik,2300000,gercek,scrape_edilmis
1311176217,sahibinden.com,2025,Volkswagen,Golf,6100,Benzin,Otomatik,2195000,gercek,scrape_edilmis
1316157468,sahibinden.com,2018,Volkswagen,Golf,187000,Dizel,Otomatik,1370000,gercek,scrape_edilmis
1315918655,sahibinden.com,2014,Volkswagen,Polo,135000,Dizel,Otomatik,835000,gercek,scrape_edilmis
1321802019,sahibinden.com,2007,Toyota,Corolla,512000,Dizel,Manuel,405000,gercek,scrape_edilmis
1321573507,sahibinden.com,2018,Toyota,Corolla,143000,Dizel,Otomatik,1270000,gercek,scrape_edilmis
1312277723,sahibinden.com,2018,Renault,Megane,174000,Dizel,Otomatik,982500,gercek,scrape_edilmis
1316685254,sahibinden.com,2012,Volkswagen,Jetta,179000,Dizel,Manuel,1030000,gercek,scrape_edilmis
1300650363,sahibinden.com,2016,Opel,Astra,125000,Dizel,Otomatik,1150000,gercek,scrape_edilmis
1316356218,sahibinden.com,2023,Hyundai,i20,73000,Benzin,Otomatik,1325000,gercek,scrape_edilmis
1321778602,sahibinden.com,2021,Audi,A3,138500,Hibrit,Otomatik,2520000,gercek,scrape_edilmis
1321785615,sahibinden.com,2011,Volkswagen,Polo,225000,Benzin,Manuel,565000,gercek,scrape_edilmis
1321715641,sahibinden.com,2017,Volkswagen,Passat,155000,Dizel,Otomatik,1620000,gercek,scrape_edilmis
1321777553,sahibinden.com,2005,Honda,Civic,210436,Benzin,Manuel,610000,gercek,scrape_edilmis
1321783002,sahibinden.com,2008,Opel,Corsa,200000,Benzin,Manuel,412000,gercek,scrape_edilmis
1316189128,sahibinden.com,2024,Mercedes-Benz,E Serisi,8000,Benzin,Otomatik,6590000,gercek,scrape_edilmis
1321772118,sahibinden.com,2017,Mazda,MX,90000,Benzin,Manuel,2650000,gercek,scrape_edilmis
1294524756,sahibinden.com,2008,Toyota,Corolla,272000,Dizel,Manuel,465500,gercek,scrape_edilmis
1316463993,sahibinden.com,2012,Volkswagen,Golf,203000,Dizel,Otomatik,955000,gercek,scrape_edilmis
1319297219,sahibinden.com,2019,Audi,A3,104000,Dizel,Otomatik,2110000,gercek,scrape_edilmis
1321772369,sahibinden.com,2016,Audi,A3,100000,Benzin,Otomatik,2050000,gercek,scrape_edilmis
1310554629,sahibinden.com,2020,Mercedes-Benz,E Serisi E 200 d,170000,Dizel,Otomatik,3650000,gercek,scrape_edilmis
1305168692,sahibinden.com,2020,Renault,Clio,53000,Benzin,Otomatik,1160000,gercek,scrape_edilmis
1321770028,sahibinden.com,2021,Renault,Taliant,135000,Benzin,Otomatik,778000,gercek,scrape_edilmis
1321764538,sahibinden.com,2012,Mercedes-Benz,C Serisi,186000,Benzin,Otomatik,1620000,gercek,scrape_edilmis
1320965814,sahibinden.com,2025,Renault,Megane,34000,Dizel,Otomatik,2225000,gercek,scrape_edilmis
1312215920,sahibinden.com,2015,Skoda,Superb,146000,Dizel,Otomatik,1739500,gercek,scrape_edilmis
1321766029,sahibinden.com,2004,Seat,Cordoba,208000,Benzin,Manuel,365000,gercek,scrape_edilmis
1321757827,sahibinden.com,2016,Hyundai,Elantra,106000,Benzin,Otomatik,1170000,gercek,scrape_edilmis
1321739909,sahibinden.com,2015,Mercedes-Benz,C Serisi,220000,Benzin,Otomatik,1595000,gercek,scrape_edilmis
1321756326,sahibinden.com,2007,Chevrolet,Aveo,219000,Benzin,Manuel,360000,gercek,scrape_edilmis
1316010228,sahibinden.com,1996,Renault,R 19,220000,Benzin,Manuel,285000,gercek,scrape_edilmis
1319930544,sahibinden.com,2019,Dacia,Sandero,206000,Benzin,Manuel,590000,gercek,scrape_edilmis
1319952337,sahibinden.com,2003,Mercedes-Benz,E Serisi,504000,Benzin,Otomatik,950000,gercek,scrape_edilmis
1321652150,sahibinden.com,2023,Renault,Megane,50000,Benzin,Otomatik,1850000,gercek,scrape_edilmis
1321746055,sahibinden.com,2011,Mercedes-Benz,C Serisi,280000,Benzin,Otomatik,1149999,gercek,scrape_edilmis
1318382988,sahibinden.com,2017,Opel,Astra,65000,Benzin,Otomatik,1260000,gercek,scrape_edilmis
1290491501,sahibinden.com,2016,Mercedes-Benz,C Serisi,132500,Benzin,Otomatik,2625000,gercek,scrape_edilmis
1321727211,sahibinden.com,2025,Mercedes-Benz,S Serisi,39000,Dizel,Otomatik,18500000,gercek,scrape_edilmis
1321743816,sahibinden.com,2014,Volkswagen,Passat Variant,226000,Dizel,Otomatik,1530000,gercek,scrape_edilmis
1321720356,sahibinden.com,2005,Renault,Clio,310000,Dizel,Manuel,335000,gercek,scrape_edilmis
1321730123,sahibinden.com,2013,Volkswagen,Polo,258000,Benzin,Manuel,650000,gercek,scrape_edilmis
1279823556,sahibinden.com,2021,Honda,Civic,80000,Benzin,Otomatik,1569000,gercek,scrape_edilmis
1294890997,sahibinden.com,2019,Skoda,Superb,140000,Dizel,Otomatik,2070000,gercek,scrape_edilmis
1321587337,sahibinden.com,2024,Hyundai,i20,42000,Benzin,Otomatik,1447500,gercek,scrape_edilmis
1316263852,sahibinden.com,2022,Fiat,Egea,66000,Dizel,Otomatik,1157500,gercek,scrape_edilmis
1313180235,sahibinden.com,2008,Hyundai,Accent Era,263000,Benzin,Manuel,565000,gercek,scrape_edilmis
1311383551,sahibinden.com,2024,Skoda,Superb,28666,Benzin,Otomatik,2745000,gercek,scrape_edilmis
1320441988,sahibinden.com,2017,Volkswagen,Passat,181000,Dizel,Otomatik,1540000,gercek,scrape_edilmis
1321715531,sahibinden.com,2022,Renault,Megane,57000,Benzin,Otomatik,1394000,gercek,scrape_edilmis
1321710982,sahibinden.com,2006,BMW,5 Serisi,435000,Dizel,Otomatik,825000,gercek,scrape_edilmis
1298829196,sahibinden.com,2017,Opel,Astra,160000,Benzin,Otomatik,1075000,gercek,scrape_edilmis
1321698792,sahibinden.com,2017,Audi,A4,107000,Benzin,Otomatik,2315000,gercek,scrape_edilmis
